feedbackCode	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30
19hw15215	1	B	X	D	A	B	B	D	B	D	A	B	C	B	B	B	C	C	D	B	D	D	D	A	C	A	B	B	A	A	B
19hw89339	1	B	A	D	A	A	D	C	C	A	C	B	D	A	C	B	B	A	C	C	A	D	D	C	C	B	A	A	A	B	B
19hw55335	1	B	A	D	D	B	D	D	D	A	D	B	B	A	C	B	B	A	A	C	C	D	D	X	B	A	C	A	B	A	B
19hw80727	1	A	A	C	D	D	D	C	D	C	D	B	A	A	D	B	B	A	C	C	D	D	D	B	B	D	B	A	A	A	B
19hw84790	1	C	A	D	D	C	C	D	D	C	B	B	B	B	C	B	X	A	D	A	X	D	D	A	C	A	B	C	B	B	B
19hw64447	1	B	B	D	D	B	D	D	D	D	D	B	B	A	C	A	C	A	A	A	A	D	D	A	B	A	B	A	B	A	B
19hw24319	1	B	X	D	B	C	D	D	B	A	C	B	X	B	C	B	X	B	A	B	C	X	X	A	A	A	B	X	B	B	C
19hw70400	1	X	B	D	A	X	A	C	A	A	D	D	B	C	C	B	B	A	B	C	C	D	B	C	C	B	B	B	C	C	A
19hw49833	1	B	B	D	B	B	D	D	B	A	D	A	B	A	C	B	B	C	A	B	C	C	A	A	C	D	B	B	B	B	C
19hw53289	1	B	A	D	D	B	D	D	D	C	D	B	B	A	C	B	B	A	A	C	C	D	D	A	B	A	B	A	B	B	B
19hw63124	1	B	A	D	D	A	B	D	D	A	D	D	B	A	C	B	X	A	B	C	C	D	D	B	C	A	B	A	B	B	B
19hw89146	1	C	A	D	D	B	D	D	D	C	D	B	B	A	C	B	B	C	B	A	D	B	B	B	B	C	C	C	B	B	C
19hw21409	1	B	B	D	D	C	C	D	D	A	C	B	B	A	C	B	D	A	D	B	A	D	D	C	B	A	A	A	A	D	D
19hw73259	1	A	B	C	D	B	A	D	D	C	D	B	B	A	B	B	B	A	A	C	C	D	D	D	B	A	B	A	A	A	X
19hw58713	1	B	A	D	D	C	B	D	D	X	X	B	B	A	C	B	B	D	A	C	C	D	D	A	B	A	B	A	B	B	B
19hw28134	1	B	A	D	D	C	D	D	D	C	D	B	B	A	C	B	B	D	A	C	C	D	D	A	B	A	B	A	B	B	B
19hw83646	1	B	A	D	D	B	D	D	D	C	D	B	B	B	C	B	B	D	A	A	D	D	D	A	B	A	B	B	B	A	B
19hw26581	1	A	A	C	D	C	D	D	D	C	A	B	B	B	C	B	B	D	B	C	C	D	A	A	B	A	B	A	A	A	B
19hw43800	1	B	A	D	D	B	D	D	D	C	D	B	B	A	B	B	C	D	A	B	A	D	B	B	D	A	B	A	B	A	B
19hw93990	1	B	D	B	D	B	A	C	X	C	D	B	B	A	D	B	B	A	C	C	X	D	B	B	C	D	A	B	A	B	X
19hw87308	1	B	A	D	D	C	D	D	D	C	D	B	B	A	C	B	B	B	A	C	B	D	B	A	B	A	B	A	A	B	B
19hw59294	1	B	A	B	D	A	B	D	B	A	D	B	B	A	B	B	X	A	A	B	A	C	B	A	A	C	A	A	B	A	A
19hw56111	1	B	A	D	D	A	C	D	D	C	B	B	B	B	C	B	B	A	A	C	C	D	B	A	B	D	B	B	A	B	B
19hw62801	1	B	A	D	C	A	D	D	D	C	C	B	B	D	C	B	B	A	A	C	C	B	D	A	B	A	C	A	A	B	B
19hw53093	1	B	A	B	D	A	D	D	D	C	D	B	B	A	C	B	B	A	A	A	C	D	D	A	B	A	B	A	A	B	B
19hw84106	1	B	C	D	C	C	X	D	D	C	B	B	A	A	B	B	X	C	B	A	X	D	A	C	B	C	C	C	X	A	C
19hw96442	1	A	A	D	C	X	A	B	D	A	B	B	B	A	C	B	X	X	A	X	X	A	X	X	C	X	B	X	B	B	X
19hw63736	1	B	A	D	D	B	X	D	D	C	D	X	B	A	X	B	X	X	X	X	C	D	D	X	X	A	B	C	A	X	X
19hw59231	1	B	B	C	A	C	A	D	D	A	C	D	A	D	C	D	A	A	B	X	B	C	A	C	C	D	C	C	A	C	D
19hw24209	1	B	B	D	D	B	C	C	D	C	D	B	B	A	C	B	B	A	A	D	C	D	D	A	B	A	B	A	B	D	B
19hw78300	1	A	A	C	D	A	A	B	C	C	D	B	B	A	C	D	C	A	A	B	A	D	D	B	C	D	B	A	A	A	B
19hw74863	1	B	A	D	A	B	C	C	D	B	C	B	B	A	B	B	B	B	B	C	C	D	B	D	B	D	A	A	A	D	D
19hw42136	1	B	A	D	D	A	C	D	D	C	D	B	D	B	C	B	B	A	B	D	D	D	X	X	D	A	B	A	A	D	B
19hw97659	1	B	A	C	D	A	C	D	D	A	B	B	B	A	C	A	X	A	A	X	X	D	X	X	A	A	B	A	A	D	X
19hw48114	1	B	A	D	D	A	D	D	D	A	D	B	B	A	C	A	B	A	A	B	C	D	D	A	B	A	C	D	A	C	B
19hw71952	1	B	A	D	D	B	D	D	D	D	D	B	B	A	C	B	X	A	A	C	X	D	D	A	C	A	B	A	A	A	X
19hw38790	1	B	A	D	C	C	A	X	D	A	B	B	B	A	C	B	X	X	B	C	X	D	D	X	A	X	A	A	A	A	X
19hw95853	1	B	A	D	X	C	D	D	D	A	D	D	B	A	C	B	B	X	C	B	C	D	X	A	C	D	D	C	A	A	B
19hw97271	1	B	A	B	D	A	C	C	D	C	D	A	B	A	C	B	B	A	B	A	D	D	C	A	B	D	B	A	A	A	A
19hw51752	1	B	A	B	D	C	C	D	C	C	B	C	B	B	C	A	B	D	C	A	D	D	D	C	D	D	A	B	B	D	B
19hw76356	1	B	A	D	D	B	C	D	D	C	D	B	B	X	B	C	B	D	A	C	C	D	X	X	B	A	A	X	A	C	B
19hw73005	1	B	A	D	B	B	D	D	D	A	X	B	B	A	C	B	B	B	B	B	C	D	D	X	B	A	B	A	B	B	B
19hw76485	1	B	A	D	D	C	A	D	X	A	B	B	X	A	A	B	B	A	C	C	D	A	B	X	A	D	C	A	D	A	B
19hw49189	1	B	A	D	D	B	D	D	D	C	D	B	B	A	C	B	B	A	A	C	C	D	D	A	B	A	B	B	A	B	B
19hw60095	1	B	A	D	D	B	D	D	D	C	D	B	B	A	C	B	B	A	A	C	D	D	D	A	B	A	B	D	B	A	B
19hw52846	1	B	B	B	B	C	A	D	D	A	B	B	B	A	C	D	D	X	X	X	X	X	X	X	X	X	X	X	X	X	X
19hw55514	1	B	A	D	D	B	C	D	D	C	D	B	B	A	C	B	B	A	B	A	C	D	X	A	B	A	B	A	B	B	D
19hw67354	1	A	A	D	D	C	D	D	D	A	B	B	C	C	C	X	X	B	C	X	D	D	X	A	B	A	B	A	A	A	B
19hw89568	1	B	C	D	A	A	D	D	D	A	B	B	B	A	B	D	X	D	A	X	B	C	X	A	D	A	X	A	D	B	B
19hw79204	1	B	A	D	D	C	D	D	D	A	D	B	B	A	A	B	A	A	A	C	C	D	D	C	B	A	A	A	A	B	A
19hw12391	1	B	A	D	D	A	B	C	D	C	B	B	B	A	C	B	B	D	D	C	C	D	D	B	D	D	B	A	B	A	B
19hw10162	1	B	B	D	A	A	A	D	D	A	B	B	B	A	C	C	X	A	B	C	X	D	D	X	B	A	A	A	A	C	D
19hw89569	1	B	A	D	D	B	D	D	D	A	D	B	B	A	C	B	B	C	A	B	C	D	D	A	C	A	B	A	B	A	B
19hw70071	1	B	A	D	C	D	A	D	C	A	B	B	X	A	C	D	D	A	B	A	C	D	B	A	B	D	B	A	C	C	B
19hw22905	1	B	A	D	D	A	C	C	D	A	C	B	B	A	C	D	X	B	B	A	A	D	D	B	B	D	A	A	C	C	D
19hw97554	1	B	B	D	D	B	C	D	D	A	B	A	C	A	A	D	A	A	D	C	B	C	D	B	D	A	B	B	A	B	B
19hw21482	1	C	A	D	A	B	D	D	X	A	B	B	A	A	C	B	X	D	C	A	B	D	D	A	B	X	A	C	C	D	A
19hw47131	1	A	B	A	D	A	A	C	B	A	D	A	A	A	B	D	B	A	A	B	A	D	A	B	A	B	B	D	A	A	D
19hw88727	1	B	A	D	D	A	D	D	D	C	C	B	B	A	C	B	B	D	B	B	B	D	D	A	B	A	B	C	A	B	B
19hw48286	1	A	B	D	A	B	D	D	D	D	D	D	B	A	C	B	C	C	B	A	D	C	D	A	B	A	A	A	A	D	B
19hw40065	1	B	A	B	D	D	C	C	X	A	D	D	A	A	C	B	X	A	A	C	X	B	D	X	C	D	C	D	A	C	A
19hw31799	1	B	B	C	C	A	C	C	D	C	B	B	X	B	C	B	X	A	D	B	B	C	B	D	A	A	A	A	A	B	B
19hw66358	1	B	A	C	X	A	X	D	D	C	B	B	B	A	A	B	B	A	D	C	X	D	X	X	B	A	B	A	A	X	X
19hw75797	1	B	A	D	D	B	D	D	D	C	D	B	B	A	C	B	B	A	A	X	C	D	D	A	B	A	B	A	A	A	X
19hw82521	1	B	A	D	B	A	C	D	D	C	B	B	D	A	C	B	B	A	C	C	C	D	D	B	B	D	B	A	A	B	B
19hw10119	1	B	A	D	B	D	C	D	C	A	B	A	B	C	C	B	C	C	C	D	B	C	D	A	C	C	B	C	A	C	B
19hw38199	1	B	A	D	D	B	D	D	D	C	X	B	B	A	X	B	X	X	A	C	C	D	D	A	B	A	B	A	A	A	X
19hw79083	1	B	A	D	D	B	D	D	D	C	D	B	B	A	C	B	B	D	A	B	C	D	D	A	B	A	B	A	B	B	B
19hw62777	1	B	A	D	D	B	A	D	D	C	D	B	B	A	D	B	D	A	C	A	D	D	A	C	A	A	B	A	B	C	B
19hw77282	1	B	A	D	B	B	C	C	D	A	D	X	B	A	C	X	A	X	B	D	X	D	D	X	X	A	B	X	B	D	A
19hw55067	1	B	X	D	C	B	X	D	D	A	C	D	B	A	C	X	X	X	X	C	X	X	X	X	C	X	X	A	D	X	B
19hw57763	1	B	A	D	D	B	C	C	D	C	B	B	B	B	C	B	B	X	C	A	C	D	D	A	A	A	B	X	B	A	B
19hw81467	1	B	A	D	D	B	D	D	D	C	D	B	B	A	C	B	B	A	A	C	C	D	D	C	B	C	C	A	A	A	D
19hw81038	1	X	A	D	D	B	D	D	D	C	D	B	B	A	C	X	B	A	C	B	C	D	X	A	B	A	X	A	B	B	X
19hw23045	1	B	A	D	D	B	X	D	D	C	D	B	B	A	C	B	B	A	D	B	C	D	X	A	B	A	B	A	B	B	B
19hw34116	1	B	A	D	D	B	D	D	D	C	D	B	B	A	C	B	B	A	A	A	C	D	D	A	B	A	B	A	A	D	B
19hw63399	1	B	A	D	D	B	D	D	D	C	D	B	B	A	C	B	D	C	A	C	C	D	D	C	B	A	B	C	B	A	B
19hw89858	1	A	B	D	C	C	B	D	D	A	B	B	B	A	B	B	C	B	C	D	B	D	C	A	C	D	D	A	A	A	D
19hw17123	1	A	A	D	D	B	D	D	D	C	D	B	B	A	C	D	X	A	C	X	C	D	D	X	B	X	B	A	B	B	B
19hw47635	1	B	A	D	D	B	D	D	D	C	D	B	B	A	C	B	B	A	A	A	C	D	D	A	A	A	B	A	A	B	B
19hw89024	1	B	A	D	D	C	D	D	D	C	B	D	B	A	B	B	X	A	A	C	D	D	D	X	B	A	B	A	A	A	X
19hw69396	1	B	B	D	D	B	C	D	D	A	B	B	X	A	C	B	X	A	A	C	X	D	D	X	C	A	B	A	B	A	B
19hw91600	1	B	A	D	A	A	D	C	A	A	C	B	A	A	C	B	X	A	A	C	X	D	D	X	C	D	C	B	X	A	X
19hw42052	1	B	A	D	D	C	D	C	D	C	D	B	B	A	C	B	B	C	A	A	C	D	D	C	B	A	B	B	D	A	B
19hw80450	1	B	A	D	D	B	B	D	D	C	D	B	B	B	C	B	B	D	D	C	C	D	D	A	B	A	B	C	A	A	B
19hw78852	1	A	A	B	D	B	D	D	D	A	D	B	C	A	D	B	B	B	D	C	D	D	D	C	A	D	B	C	B	A	B
19hw89257	1	B	B	D	D	B	C	D	D	X	X	B	B	A	C	B	X	A	D	B	X	D	D	B	B	A	B	A	A	A	X
19hw62543	1	C	B	D	D	A	A	C	D	C	D	B	B	A	C	B	X	A	B	X	X	D	X	X	B	A	A	A	B	X	D
19hw33429	1	A	A	D	D	B	C	C	D	C	D	B	B	A	B	B	X	A	C	C	C	D	D	X	B	A	B	A	A	B	X
19hw85370	1	C	A	D	D	B	D	D	C	A	D	C	B	B	C	B	C	A	B	D	D	C	D	D	A	D	C	D	B	C	D
19hw57412	1	B	A	D	D	B	D	D	D	X	B	D	B	A	C	B	B	A	X	C	X	D	D	A	B	A	B	A	A	D	B
19hw81718	1	C	A	D	D	B	C	D	D	D	D	B	B	B	C	B	A	A	D	A	C	D	D	B	B	A	B	C	B	B	D
19hw73893	1	B	B	D	D	B	D	C	D	C	D	B	B	A	C	B	B	A	C	C	C	D	D	X	B	A	B	A	A	A	X
19hw13755	1	B	A	C	A	A	A	C	C	A	B	D	B	B	C	D	B	A	B	C	D	D	D	A	C	A	A	C	A	C	B
19hw51045	1	B	A	D	C	B	D	D	C	A	A	B	B	A	C	D	B	D	A	C	C	D	D	A	B	A	X	A	D	A	B
19hw46311	1	B	A	D	D	C	D	D	D	C	D	B	B	A	C	B	B	A	A	B	C	D	C	A	B	D	B	A	C	C	B
19hw27005	1	B	A	D	D	B	C	D	D	C	D	B	B	A	A	B	B	A	A	C	C	D	D	X	B	A	B	A	C	B	B
19hw30044	1	B	A	D	D	B	C	D	D	A	C	B	B	A	C	B	B	A	C	C	D	D	D	A	B	A	B	A	A	A	B
19hw61845	1	B	A	D	D	D	B	C	D	C	D	B	B	A	A	B	B	A	D	C	C	D	D	A	A	A	B	D	B	C	B
19hw61143	1	B	A	D	D	A	A	C	D	C	D	B	B	A	C	B	B	D	A	C	C	D	D	B	B	A	B	A	A	C	B
